

Run Date,Action,Symbol,Description,Type,Price ($),Quantity,Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
12/19/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $145 (100 SHS) (Margin)", -NVDA250117C145,"CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $145 (100 SHS)",Margin,3.37,3,1.95,0.06,,-1013.01,51227.30,12/20/2024
12/19/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $145 (100 SHS) (Margin)", -NVDA250117C145,"CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $145 (100 SHS)",Margin,3.55,-3,1.95,0.09,,1062.96,52240.31,12/20/2024
12/19/2024,"YOU SOLD OPENING TRANSACTION PUT (TQQQ) PROSHARES ULTRAPRO DEC 20 24 $78 (100 SHS) (Margin)", -TQQQ241220P78,"PUT (TQQQ) PROSHARES ULTRAPRO DEC 20 24 $78 (100 SHS)",Margin,0.44,-1,0.65,0.02,,43.33,51177.35,12/20/2024
12/19/2024,"YOU SOLD OPENING TRANSACTION PUT (TQQQ) PROSHARES ULTRAPRO DEC 20 24 $78 (100 SHS) (Margin)", -TQQQ241220P78,"PUT (TQQQ) PROSHARES ULTRAPRO DEC 20 24 $78 (100 SHS)",Margin,0.54,-1,0.65,0.02,,53.33,51134.02,12/20/2024
12/19/2024,"YOU SOLD OPENING TRANSACTION PUT (META) META PLATFORMS INC JAN 16 26 $440 (100 SHS) (Margin)", -META260116P440,"PUT (META) META PLATFORMS INC JAN 16 26 $440 (100 SHS)",Margin,21.35,-1,0.65,0.08,,2134.27,51080.69,12/20/2024
12/19/2024,"YOU SOLD OPENING TRANSACTION PUT (META) META PLATFORMS INC JAN 16 26 $440 (100 SHS) (Margin)", -META260116P440,"PUT (META) META PLATFORMS INC JAN 16 26 $440 (100 SHS)",Margin,22.15,-1,0.65,0.09,,2214.26,48946.42,12/20/2024
12/18/2024,"YOU BOUGHT PROSHARES ULTRAPRO QQQ (TQQQ) (Margin)",TQQQ,"PROSHARES ULTRAPRO QQQ",Margin,91.59,50,,,,-4579.5,46732.16,12/19/2024
12/18/2024,"YOU BOUGHT PROSHARES ULTRAPRO QQQ (TQQQ) (Margin)",TQQQ,"PROSHARES ULTRAPRO QQQ",Margin,91.73,50,,,,-4586.5,51311.66,12/19/2024
12/18/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $130 (100 SHS) (Margin)", -NVDA250117C130,"CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $130 (100 SHS)",Margin,8.1,3,1.95,0.06,,-2432.01,55898.16,12/19/2024
12/11/2024,"YOU SOLD OPENING TRANSACTION PUT (UBER) UBER TECHNOLOGIES JAN 16 26 $60 (100 SHS) (Margin)", -UBER260116P60,"PUT (UBER) UBER TECHNOLOGIES JAN 16 26 $60 (100 SHS)",Margin,8.15,-1,0.65,0.05,,814.3,58330.17,12/12/2024
12/10/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $150 (100 SHS) (Margin)", -GOOGL260116P150,"PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $150 (100 SHS)",Margin,6.45,1,0.65,0.02,,-645.67,57515.87,12/11/2024
12/06/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JAN 16 26 $95 (100 SHS) (Margin)", -NVDA260116P95,"PUT (NVDA) NVIDIA CORPORATION JAN 16 26 $95 (100 SHS)",Margin,5.94,-5,3.25,0.19,,2966.56,58161.54,12/09/2024
12/05/2024,"YOU SOLD OPENING TRANSACTION PUT (UBER) UBER TECHNOLOGIES JAN 16 26 $70 (100 SHS) (Margin)", -UBER260116P70,"PUT (UBER) UBER TECHNOLOGIES JAN 16 26 $70 (100 SHS)",Margin,11.35,-1,0.65,0.06,,1134.29,55194.98,12/06/2024
12/05/2024,"YOU SOLD OPENING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $150 (100 SHS) (Margin)", -GOOGL260116P150,"PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $150 (100 SHS)",Margin,8.4,-1,0.65,0.05,,839.3,54060.69,12/06/2024
12/04/2024,"YOU BOUGHT PROSHARES ULTRAPRO QQQ (TQQQ) (Margin)",TQQQ,"PROSHARES ULTRAPRO QQQ",Margin,85.26,50,,,,-4263,53221.39,12/05/2024
12/04/2024,"YOU BOUGHT PROSHARES ULTRAPRO QQQ (TQQQ) (Margin)",TQQQ,"PROSHARES ULTRAPRO QQQ",Margin,85.33,50,,,,-4266.31,57484.39,12/05/2024
12/04/2024,"YOU SOLD PROSHARES ULTRAPRO QQQ (TQQQ) (Margin)",TQQQ,"PROSHARES ULTRAPRO QQQ",Margin,85.6,-100,,0.24,,8559.76,61750.70,12/05/2024
12/02/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (UBER) UBER TECHNOLOGIES DEC 19 25 $60 (100 SHS) (Margin)", -UBER251219P60,"PUT (UBER) UBER TECHNOLOGIES DEC 19 25 $60 (100 SHS)",Margin,4.1,1,0.65,0.02,,-410.67,53190.94,12/03/2024
11/29/2024,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,162.1,,,,-162.1,53601.61,
11/29/2024,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,162.1,53601.61,
11/27/2024,"Electronic Funds Transfer Received (Cash)", ,"No Description",Cash,,0.000,,,,5000,53439.51,
11/26/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (META) META PLATFORMS INC DEC 19 25 $430 (100 SHS) (Margin)", -META251219P430,"PUT (META) META PLATFORMS INC DEC 19 25 $430 (100 SHS)",Margin,18.35,2,1.3,0.05,,-3671.35,48439.51,11/27/2024
11/25/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKFEB 21 25 $160 (100 SHS) (Margin)", -GOOGL250221P160,"PUT (GOOGL) ALPHABET INC CAP STKFEB 21 25 $160 (100 SHS)",Margin,4.85,2,1.3,0.05,,-971.35,52110.86,11/26/2024
11/22/2024,"SHORT VS MARGIN MARK TO MARKET (Margin)",,"No Description",Margin,,0.000,,,,-6277.71,53082.21,
11/22/2024,"SHORT VS MARGIN MARK TO MARKET (Short)",,"No Description",Short,,0.000,,,,6277.71,59359.92,
11/21/2024,"YOU SOLD OPENING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKFEB 21 25 $160 (100 SHS) (Margin)", -GOOGL250221P160,"PUT (GOOGL) ALPHABET INC CAP STKFEB 21 25 $160 (100 SHS)",Margin,5.7,-1,0.65,0.05,,569.3,59359.92,11/22/2024
11/21/2024,"YOU SOLD OPENING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKFEB 21 25 $160 (100 SHS) (Margin)", -GOOGL250221P160,"PUT (GOOGL) ALPHABET INC CAP STKFEB 21 25 $160 (100 SHS)",Margin,6.65,-1,0.65,0.05,,664.3,58790.62,11/22/2024
11/21/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (SNOW) SNOWFLAKE INC CL A JUN 20 25 $130 (100 SHS) (Margin)", -SNOW250620P130,"PUT (SNOW) SNOWFLAKE INC CL A JUN 20 25 $130 (100 SHS)",Margin,7.3,1,0.65,0.03,,-730.68,58126.32,11/22/2024
11/21/2024,"YOU SOLD OPENING TRANSACTION PUT (META) META PLATFORMS INC DEC 19 25 $430 (100 SHS) (Margin)", -META251219P430,"PUT (META) META PLATFORMS INC DEC 19 25 $430 (100 SHS)",Margin,23.75,-1,0.65,0.1,,2374.25,58857.00,11/22/2024
11/19/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR JAN 15 27 $50 (100 SHS) (Margin)", -PLTR270115P50,"PUT (PLTR) PALANTIR JAN 15 27 $50 (100 SHS)",Margin,11.6,2,1.3,0.05,,-2321.35,56482.75,11/20/2024
11/18/2024,"ASSIGNED as of Nov-15-2024 CALL (PLTR) PALANTIR NOV 15 24 $55 (100 SHS) (Margin)", -PLTR241115C55,"CALL (PLTR) PALANTIR NOV 15 24 $55 (100 SHS)",Margin,,2,,,,0.00,58804.10,
11/18/2024,"ASSIGNED as of Nov-15-2024 CALL (PLTR) PALANTIR NOV 15 24 $45 (100 SHS) (Margin)", -PLTR241115C45,"CALL (PLTR) PALANTIR NOV 15 24 $45 (100 SHS)",Margin,,3,,,,0.00,58804.10,
11/18/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR JAN 15 27 $50 (100 SHS) (Margin)", -PLTR270115P50,"PUT (PLTR) PALANTIR JAN 15 27 $50 (100 SHS)",Margin,12.5,-2,1.3,0.12,,2498.58,58804.10,11/19/2024
11/18/2024,"YOU SOLD OPENING TRANSACTION PUT (UBER) UBER TECHNOLOGIES DEC 19 25 $60 (100 SHS) (Margin)", -UBER251219P60,"PUT (UBER) UBER TECHNOLOGIES DEC 19 25 $60 (100 SHS)",Margin,5.3,-1,0.65,0.05,,529.3,56305.52,11/19/2024
11/18/2024,"YOU BOUGHT SHORT COVER PALANTIR TECHNOLOGIES INC CL A (PLTR) (Short)",PLTR,"PALANTIR TECHNOLOGIES INC CL A",Short,60.78,100,,,,-6078,55776.22,11/19/2024
11/18/2024,"YOU BOUGHT SHORT COVER PALANTIR TECHNOLOGIES INC CL A (PLTR) (Short)",PLTR,"PALANTIR TECHNOLOGIES INC CL A",Short,61.08,100,,,,-6107.5,55776.22,11/19/2024
11/18/2024,"YOU BOUGHT SHORT COVER PALANTIR TECHNOLOGIES INC CL A (PLTR) (Short)",PLTR,"PALANTIR TECHNOLOGIES INC CL A",Short,61.6,100,,,,-6160.48,55776.22,11/19/2024
11/18/2024,"YOU BOUGHT SHORT COVER PALANTIR TECHNOLOGIES INC CL A (PLTR) (Short)",PLTR,"PALANTIR TECHNOLOGIES INC CL A",Short,61.91,100,,,,-6190.65,55776.22,11/19/2024
11/18/2024,"YOU BOUGHT SHORT COVER PALANTIR TECHNOLOGIES INC CL A (PLTR) (Short)",PLTR,"PALANTIR TECHNOLOGIES INC CL A",Short,62.4,100,,,,-6240.39,55776.22,11/19/2024
11/18/2024,"YOU SOLD SHORT SALE ASSIGNED CALLS AS OF 11-15-24 PALANTIR TECHNOLOGIES INC CL A (PLTR) (Short)",PLTR,"PALANTIR TECHNOLOGIES INC CL A",Short,55,-200,,0.31,,10999.69,55776.22,11/18/2024
11/18/2024,"YOU SOLD SHORT SALE ASSIGNED CALLS AS OF 11-15-24 PALANTIR TECHNOLOGIES INC CL A (PLTR) (Short)",PLTR,"PALANTIR TECHNOLOGIES INC CL A",Short,45,-300,,0.38,,13499.62,55776.22,11/18/2024
11/15/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR FEB 21 25 $50 (100 SHS) (Margin)", -PLTR250221P50,"PUT (PLTR) PALANTIR FEB 21 25 $50 (100 SHS)",Margin,2.34,5,3.25,0.13,,-1173.38,55776.22,11/18/2024
11/15/2024,"YOU SOLD CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $80 (100 SHS) (Margin)", -NVDA250620P80,"PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $80 (100 SHS)",Margin,2.06,-1,0.65,0.03,,205.32,56949.60,11/18/2024
11/14/2024,"YOU SOLD OPENING TRANSACTION PUT (META) META PLATFORMS INC DEC 19 25 $430 (100 SHS) (Margin)", -META251219P430,"PUT (META) META PLATFORMS INC DEC 19 25 $430 (100 SHS)",Margin,19.6,-1,0.65,0.09,,1959.26,56744.28,11/15/2024
11/13/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR FEB 21 25 $50 (100 SHS) (Margin)", -PLTR250221P50,"PUT (PLTR) PALANTIR FEB 21 25 $50 (100 SHS)",Margin,2.84,-1,0.65,0.03,,283.32,54785.02,11/14/2024
11/13/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR FEB 21 25 $50 (100 SHS) (Margin)", -PLTR250221P50,"PUT (PLTR) PALANTIR FEB 21 25 $50 (100 SHS)",Margin,2.71,-2,1.3,0.07,,540.63,54501.70,11/14/2024
11/13/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR FEB 21 25 $50 (100 SHS) (Margin)", -PLTR250221P50,"PUT (PLTR) PALANTIR FEB 21 25 $50 (100 SHS)",Margin,2.78,-2,1.3,0.07,,554.63,53961.07,11/14/2024
11/06/2024,"YOU BOUGHT OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $80 (100 SHS) (Margin)", -NVDA250620P80,"PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $80 (100 SHS)",Margin,1.82,1,0.65,0.03,,-182.68,53406.44,11/07/2024
11/06/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (META) META PLATFORMS INC DEC 19 25 $430 (100 SHS) (Margin)", -META251219P430,"PUT (META) META PLATFORMS INC DEC 19 25 $430 (100 SHS)",Margin,21.4,1,0.65,0.03,,-2140.68,53589.12,11/07/2024
11/06/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKJAN 17 25 $170 (100 SHS) (Margin)", -GOOGL250117P170,"PUT (GOOGL) ALPHABET INC CAP STKJAN 17 25 $170 (100 SHS)",Margin,4.13,1,0.65,0.03,,-413.68,55729.80,11/07/2024
11/05/2024,"YOU SOLD OPENING TRANSACTION CALL (PLTR) PALANTIR NOV 15 24 $55 (100 SHS) (Margin)", -PLTR241115C55,"CALL (PLTR) PALANTIR NOV 15 24 $55 (100 SHS)",Margin,0.87,-2,1.3,0.05,,172.65,56143.48,11/06/2024
11/05/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $110 (100 SHS) (Margin)", -NVDA250620P110,"PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $110 (100 SHS)",Margin,8.5,1,0.65,0.03,,-850.68,55970.83,11/06/2024
11/05/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $90 (100 SHS) (Margin)", -NVDA250620P90,"PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $90 (100 SHS)",Margin,3.73,1,0.65,0.03,,-373.68,56821.51,11/06/2024
11/05/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS) (Margin)", -PLTR241115P40,"PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS)",Margin,0.09,3,,0.08,,-27.08,57195.19,11/06/2024
11/01/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (UBER) UBER TECHNOLOGIES DEC 19 25 $60 (100 SHS) (Margin)", -UBER251219P60,"PUT (UBER) UBER TECHNOLOGIES DEC 19 25 $60 (100 SHS)",Margin,4.35,1,0.65,0.03,,-435.68,57222.27,11/04/2024
10/31/2024,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,126.74,,,,-126.74,57657.95,
10/31/2024,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,126.74,57657.95,
10/31/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $110 (100 SHS) (Margin)", -NVDA250620P110,"PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $110 (100 SHS)",Margin,10.3,-1,0.65,0.06,,1029.29,57531.21,11/01/2024
10/31/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $90 (100 SHS) (Margin)", -NVDA250620P90,"PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $90 (100 SHS)",Margin,4.59,-1,0.65,0.05,,458.3,56501.92,11/01/2024
10/31/2024,"YOU SOLD OPENING TRANSACTION PUT (UBER) UBER TECHNOLOGIES DEC 19 25 $60 (100 SHS) (Margin)", -UBER251219P60,"PUT (UBER) UBER TECHNOLOGIES DEC 19 25 $60 (100 SHS)",Margin,5.4,-1,0.65,0.05,,539.3,56043.62,11/01/2024
10/30/2024,"YOU SOLD OPENING TRANSACTION PUT (META) META PLATFORMS INC DEC 19 25 $430 (100 SHS) (Margin)", -META251219P430,"PUT (META) META PLATFORMS INC DEC 19 25 $430 (100 SHS)",Margin,21.8,-1,0.65,0.1,,2179.25,55504.32,10/31/2024
10/30/2024,"YOU SOLD OPENING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STKJAN 17 25 $170 (100 SHS) (Margin)", -GOOGL250117P170,"PUT (GOOGL) ALPHABET INC CAP STKJAN 17 25 $170 (100 SHS)",Margin,4.36,-1,0.65,0.05,,435.3,53325.07,10/31/2024
10/28/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (META) META PLATFORMS INC JUN 20 25 $450 (100 SHS) (Margin)", -META250620P450,"PUT (META) META PLATFORMS INC JUN 20 25 $450 (100 SHS)",Margin,16.7,1,0.65,0.03,,-1670.68,52889.77,10/29/2024
10/25/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS) (Margin)", -PLTR241115P40,"PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS)",Margin,1.36,-3,1.95,0.1,,405.95,54560.45,10/28/2024
10/24/2024,"YOU SOLD OPENING TRANSACTION CALL (PLTR) PALANTIR NOV 15 24 $45 (100 SHS) (Margin)", -PLTR241115C45,"CALL (PLTR) PALANTIR NOV 15 24 $45 (100 SHS)",Margin,2.76,-1,0.65,0.03,,275.32,54154.50,10/25/2024
10/24/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS) (Margin)", -PLTR241115P40,"PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS)",Margin,1.66,2,1.3,0.06,,-333.36,53879.18,10/25/2024
10/23/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $38 (100 SHS) (Margin)", -PLTR241115P38,"PUT (PLTR) PALANTIR NOV 15 24 $38 (100 SHS)",Margin,1.07,1,0.65,0.03,,-107.68,54212.54,10/24/2024
10/23/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS) (Margin)", -PLTR241115P40,"PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS)",Margin,1.7,1,0.65,0.03,,-170.68,54320.22,10/24/2024
10/23/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS) (Margin)", -PLTR241115P40,"PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS)",Margin,2.01,-2,1.3,0.08,,400.62,54490.90,10/24/2024
10/23/2024,"YOU SOLD OPENING TRANSACTION PUT (META) META PLATFORMS INC JUN 20 25 $450 (100 SHS) (Margin)", -META250620P450,"PUT (META) META PLATFORMS INC JUN 20 25 $450 (100 SHS)",Margin,19.25,-1,0.65,0.09,,1924.26,54090.28,10/24/2024
10/21/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $38 (100 SHS) (Margin)", -PLTR241115P38,"PUT (PLTR) PALANTIR NOV 15 24 $38 (100 SHS)",Margin,1.25,-1,0.65,0.03,,124.32,52166.02,10/22/2024
10/21/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS) (Margin)", -PLTR241115P40,"PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS)",Margin,1.95,-1,0.65,0.03,,194.32,52041.70,10/22/2024
10/18/2024,"YOU SOLD OPENING TRANSACTION CALL (PLTR) PALANTIR NOV 15 24 $45 (100 SHS) (Margin)", -PLTR241115C45,"CALL (PLTR) PALANTIR NOV 15 24 $45 (100 SHS)",Margin,2.39,-1,0.65,0.03,,238.32,51847.38,10/21/2024
10/18/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $41 (100 SHS) (Margin)", -PLTR241115P41,"PUT (PLTR) PALANTIR NOV 15 24 $41 (100 SHS)",Margin,2.35,2,1.3,0.06,,-471.36,51609.06,10/21/2024
10/16/2024,"YOU SOLD OPENING TRANSACTION CALL (PLTR) PALANTIR NOV 15 24 $45 (100 SHS) (Margin)", -PLTR241115C45,"CALL (PLTR) PALANTIR NOV 15 24 $45 (100 SHS)",Margin,1.96,-1,0.65,0.03,,195.32,52080.42,10/17/2024
10/16/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $110 (100 SHS) (Margin)", -NVDA250620P110,"PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $110 (100 SHS)",Margin,9.75,2,1.3,0.06,,-1951.36,51885.10,10/17/2024
10/15/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $41 (100 SHS) (Margin)", -PLTR241115P41,"PUT (PLTR) PALANTIR NOV 15 24 $41 (100 SHS)",Margin,2.61,-1,0.65,0.03,,260.32,53836.46,10/16/2024
