"Closed Positions 
All Accounts 
TSLA250620P120,1,890.68,909.29,18.61,0.00,18.61,890.68,909.29,--,Individual-Trading *7545,PUT (TSLA) TESLA INC COM JUN 20 25 $120 (100 SHS)
AMZN250620P160,2,2141.35,"2,248.57",107.22,0.00,107.22,"1,070.67","1,124.29",--,Individual-Trading *7545,PUT (AMZN) AMAZON.COM INC JUN 20 25 $160 (100 SHS)
META251219P430,3,5812.03,"6,512.76",700.73,0.00,700.73,"1,937.34","2,170.92",--,Individual-Trading *7545,PUT (META) META PLATFORMS INC DEC 19 25 $430 (100 SHS)
META250620P430,1,2525.68,"2,629.24",103.56,0.00,103.56,"2,525.68","2,629.24",--,Individual-Trading *7545,PUT (META) META PLATFORMS INC JUN 20 25 $430 (100 SHS)
META250620P450,3,10172.04,"10,622.64",450.60,0.00,450.60,"3,390.68","3,540.88",--,Individual-Trading *7545,PUT (META) META PLATFORMS INC JUN 20 25 $450 (100 SHS)
SNOW250620P135,1,1515.68,"1,619.27",103.59,0.00,103.59,"1,515.68","1,619.27",--,Individual-Trading *7545,PUT (SNOW) SNOWFLAKE INC CL A JUN 20 25 $135 (100 SHS)
SNOW250620P130,1,730.68,"1,419.28",688.60,0.00,688.60,730.68,"1,419.28",--,Individual-Trading *7545,PUT (SNOW) SNOWFLAKE INC CL A JUN 20 25 $130 (100 SHS)
GOOGL260116P150,1,645.67,839.30,193.63,0.00,193.63,645.67,839.30,--,Individual-Trading *7545,PUT (GOOGL) ALPHABET INC CAP STKJAN 16 26 $150 (100 SHS)
META260116P440,2,4221.34,"4,348.53",127.19,0.00,127.19,"2,110.67","2,174.26",--,Individual-Trading *7545,PUT (META) META PLATFORMS INC JAN 16 26 $440 (100 SHS)
UBER260116P60,1,800.67,814.30,13.63,0.00,13.63,800.67,814.30,--,Individual-Trading *7545,PUT (UBER) UBER TECHNOLOGIES JAN 16 26 $60 (100 SHS)
AMZN250919P160,1,915.68,"1,079.28",163.60,0.00,163.60,915.68,"1,079.28",--,Individual-Trading *7545,PUT (AMZN) AMAZON.COM INC SEP 19 25 $160 (100 SHS)
PLTR240816P24,1,68.68,75.32,6.64,0.00,6.64,68.68,75.32,--,Individual-Trading *7545,PUT (PLTR) PALANTIR AUG 16 24 $24 (100 SHS)
AMZN240816P180,1,350.68,364.30,13.62,0.00,13.62,350.68,364.30,--,Individual-Trading *7545,PUT (AMZN) AMAZON.COM INC AUG 16 24 $180 (100 SHS)
UBER251219P60,2,846.35,"1,068.60",222.25,0.00,222.25,423.18,534.30,--,Individual-Trading *7545,PUT (UBER) UBER TECHNOLOGIES DEC 19 25 $60 (100 SHS)
PLTR241115P32,1,56.03,64.32,8.29,0.00,8.29,56.03,64.32,--,Individual-Trading *7545,PUT (PLTR) PALANTIR NOV 15 24 $32 (100 SHS)
PLTR241115P30,2,110.06,121.64,11.58,0.00,11.58,55.03,60.82,--,Individual-Trading *7545,PUT (PLTR) PALANTIR NOV 15 24 $30 (100 SHS)
PLTR241115P35,1,55.03,71.32,16.29,0.00,16.29,55.03,71.32,--,Individual-Trading *7545,PUT (PLTR) PALANTIR NOV 15 24 $35 (100 SHS)
TQQQ250117C90,1,151.67,284.33,132.66,0.00,132.66,151.67,284.33,--,Individual-Trading *7545,CALL (TQQQ) PROSHARES ULTRAPRO JAN 17 25 $90 (100 SHS)
RIVN240426C8.5,2,80.05,114.65,34.60,0.00,34.60,40.02,57.33,--,Individual-Trading *7545,CALL (RIVN) RIVIAN AUTOMOTIVE APR 26 24 $8.5 (100 SHS)
PLTR241115P40,7,701.8,"1,208.21",506.41,0.00,506.41,100.26,172.60,--,Individual-Trading *7545,PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS)
AAPL240503P182.5,1,4.03,45.32,41.29,0.00,41.29,4.03,45.32,--,Individual-Trading *7545,PUT (AAPL) APPLE INC MAY 03 24 $182.5 (100 SHS)
UBER240517P61,4,422.71,433.28,10.57,0.00,10.57,105.68,108.32,--,Individual-Trading *7545,PUT (UBER) UBER TECHNOLOGIES MAY 17 24 $61 (100 SHS)
TQQQ241220C85,1,96.67,25.33,-71.34,0.00,-71.34,96.67,25.33,--,Individual-Trading *7545,CALL (TQQQ) PROSHARES ULTRAPRO DEC 20 24 $85 (100 SHS)
TQQQ241220P78,2,0,96.66,96.66,0.00,96.66,0.00,48.33,--,Individual-Trading *7545,PUT (TQQQ) PROSHARES ULTRAPRO DEC 20 24 $78 (100 SHS)
AMZN240712P195,1,54.03,85.32,31.29,0.00,31.29,54.03,85.32,--,Individual-Trading *7545,PUT (AMZN) AMAZON.COM INC JUL 12 24 $195 (100 SHS)
NVDA250620P90,1,373.68,458.30,84.62,0.00,84.62,373.68,458.30,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $90 (100 SHS)
NVDA240719C122,3,3.08,25.57,22.49,0.00,22.49,1.03,8.52,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 19 24 $122 (100 SHS)
NVDA240719C123,3,10.08,19.87,9.79,0.00,9.79,3.36,6.62,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 19 24 $123 (100 SHS)
NVDA240726C128,6,306.16,688.92,382.76,0.00,382.76,51.03,114.82,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 26 24 $128 (100 SHS)
NVDA240712C133,9,1266.09,"1,352.87",86.78,0.00,86.78,140.68,150.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 12 24 $133 (100 SHS)
NVDA240621C136,3,272.03,282.97,10.94,0.00,10.94,90.68,94.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUN 21 24 $136 (100 SHS)
NVDA240621C135,3,380.03,555.95,175.92,0.00,175.92,126.68,185.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUN 21 24 $135 (100 SHS)
NVDA241220C136,3,0,39.99,39.99,0.00,39.99,0.00,13.33,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION DEC 20 24 $136 (100 SHS)
NVDA240712C135,3,413.03,258.97,-154.06,0.00,-154.06,137.68,86.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 12 24 $135 (100 SHS)
NVDA240719C140,3,254.03,516.97,262.94,0.00,262.94,84.68,172.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 19 24 $140 (100 SHS)
NVDA240816C150,3,551.03,669.95,118.92,0.00,118.92,183.68,223.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION AUG 16 24 $150 (100 SHS)
NVDA251219C150,21,33986.21,"35,534.76","1,548.55",--,"1,548.55","1,618.39","1,692.13",--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)
NVDA251219P80,1,895.68,954.29,58.61,0.00,58.61,895.68,954.29,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION DEC 19 25 $80 (100 SHS)
NVDA250620P80,1,182.68,205.32,22.64,0.00,22.64,182.68,205.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $80 (100 SHS)
NVDA240816P100,1,134.68,150.32,15.64,0.00,15.64,134.68,150.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION AUG 16 24 $100 (100 SHS)
NVDA250919P100,2,2401.35,"2,528.57",127.22,0.00,127.22,"1,200.67","1,264.29",--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION SEP 19 25 $100 (100 SHS)
NVDA250620P110,3,2802.04,"3,147.87",345.83,0.00,345.83,934.01,"1,049.29",--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $110 (100 SHS)
NVDA240726C116,6,0,51.14,51.14,0.00,51.14,0.00,8.52,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 26 24 $116 (100 SHS)
NVDA240726C118,6,24.16,121.94,97.78,0.00,97.78,4.03,20.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 26 24 $118 (100 SHS)
NVDA240726C117,6,24.16,56.84,32.68,0.00,32.68,4.03,9.47,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 26 24 $117 (100 SHS)
NVDA240719C120,3,3.08,11.32,8.24,0.00,8.24,1.03,3.77,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 19 24 $120 (100 SHS)
NVDA240719C125,3,9.08,31.27,22.19,0.00,22.19,3.03,10.42,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 19 24 $125 (100 SHS)
NVDA240628C126,3,0,11.32,11.32,0.00,11.32,0.00,3.77,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUN 28 24 $126 (100 SHS)
NVDA240628C128,3,3.08,36.97,33.89,0.00,33.89,1.03,12.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUN 28 24 $128 (100 SHS)
NVDA240614C128,3,419.03,420.95,1.92,0.00,1.92,139.68,140.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUN 14 24 $128 (100 SHS)
NVDA240705C127,3,120.08,93.97,-26.11,0.00,-26.11,40.03,31.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 05 24 $127 (100 SHS)
NVDA240705C128,3,36.08,90.97,54.89,0.00,54.89,12.03,30.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 05 24 $128 (100 SHS)
NVDA240628C130,3,174.08,273.97,99.89,0.00,99.89,58.03,91.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUN 28 24 $130 (100 SHS)
NVDA250117C130,3,2432.01,"2,532.88",100.87,0.00,100.87,810.67,844.29,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $130 (100 SHS)
NVDA241115P130,1,378.68,544.30,165.62,0.00,165.62,378.68,544.30,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION NOV 15 24 $130 (100 SHS)
NVDA240628P130,2,1261.35,390.63,-870.72,0.00,-870.72,630.67,195.31,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION JUN 28 24 $130 (100 SHS)
NVDA240712C131,3,111.08,81.97,-29.11,0.00,-29.11,37.03,27.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 12 24 $131 (100 SHS)
NVDA240614C131,3,284.03,180.97,-103.06,0.00,-103.06,94.68,60.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUN 14 24 $131 (100 SHS)
NVDA240621C133,3,39.08,48.97,9.89,0.00,9.89,13.03,16.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUN 21 24 $133 (100 SHS)
NVDA240712C132,3,362.03,390.95,28.92,0.00,28.92,120.68,130.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JUL 12 24 $132 (100 SHS)
NVDA250221C150,3,1421.01,"1,812.93",391.92,0.00,391.92,473.67,604.31,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION FEB 21 25 $150 (100 SHS)
NVDA240802C118,2,329.35,370.63,41.28,0.00,41.28,164.68,185.31,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION AUG 02 24 $118 (100 SHS)
NVDA240802C109,6,0,91.94,91.94,0.00,91.94,0.00,15.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION AUG 02 24 $109 (100 SHS)
NVDA240802C108,6,258.16,241.94,-16.22,0.00,-16.22,43.03,40.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION AUG 02 24 $108 (100 SHS)
NVDA240802P107,1,175.68,80.32,-95.36,0.00,-95.36,175.68,80.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION AUG 02 24 $107 (100 SHS)
NVDA240802P106,1,57.03,108.32,51.29,0.00,51.29,57.03,108.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION AUG 02 24 $106 (100 SHS)
NVDA240802P112,1,590.68,57.32,-533.36,0.00,-533.36,590.68,57.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION AUG 02 24 $112 (100 SHS)
NVDA240802C112,6,586.06,691.92,105.86,0.00,105.86,97.68,115.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION AUG 02 24 $112 (100 SHS)
NVDA250117C145,3,1013.01,"1,062.96",49.95,0.00,49.95,337.67,354.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $145 (100 SHS)
PLTR241115P38,1,107.68,124.32,16.64,0.00,16.64,107.68,124.32,--,Individual-Trading *7545,PUT (PLTR) PALANTIR NOV 15 24 $38 (100 SHS)
NVDA240823P120,1,16.03,75.32,59.29,0.00,59.29,16.03,75.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION AUG 23 24 $120 (100 SHS)
PLTR241115P41,2,471.36,525.64,54.28,0.00,54.28,235.68,262.82,--,Individual-Trading *7545,PUT (PLTR) PALANTIR NOV 15 24 $41 (100 SHS)
NVDA240830P110,2,213.35,300.64,87.29,0.00,87.29,106.67,150.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $110 (100 SHS)
NVDA240830P117,3,0,31.27,31.27,0.00,31.27,0.00,10.42,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $117 (100 SHS)
NVDA240809P108,1,530.68,554.30,23.62,0.00,23.62,530.68,554.30,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION AUG 09 24 $108 (100 SHS)
GOOGL250221P160,2,971.35,"1,233.60",262.25,0.00,262.25,485.68,616.80,--,Individual-Trading *7545,PUT (GOOGL) ALPHABET INC CAP STKFEB 21 25 $160 (100 SHS)
NVDA250815P80,1,970.68,"1,029.29",58.61,0.00,58.61,970.68,"1,029.29",--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION AUG 15 25 $80 (100 SHS)
NVDA240927C124,9,177.25,326.91,149.66,--,149.66,19.69,36.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS)
NVDA241004C128,3,27.08,99.97,72.89,0.00,72.89,9.03,33.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $128 (100 SHS)
NVDA241004P123,2,10.06,24.64,14.58,0.00,14.58,5.03,12.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $123 (100 SHS)
NVDA241004P124,2,0,24.64,24.64,0.00,24.64,0.00,12.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $124 (100 SHS)
NVDA241004C125,3,0,48.96,48.96,0.00,48.96,0.00,16.32,--,Individual-Trading *7545,CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $125 (100 SHS)
NVDA241004P120,2,8.06,30.64,22.58,0.00,22.58,4.03,15.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $120 (100 SHS)
NVDA241004P118,2,10.06,56.64,46.58,0.00,46.58,5.03,28.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $118 (100 SHS)
NVDA241004P110,1,14.03,49.32,35.29,0.00,35.29,14.03,49.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $110 (100 SHS)
NVDA241011P129,1,36.03,59.32,23.29,0.00,23.29,36.03,59.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $129 (100 SHS)
NVDA241011P122,2,74.06,104.64,30.58,0.00,30.58,37.03,52.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $122 (100 SHS)
NVDA241025P128,2,503.36,579.64,76.28,0.00,76.28,251.68,289.82,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $128 (100 SHS)
NVDA241025P131,1,248.68,306.32,57.64,0.00,57.64,248.68,306.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $131 (100 SHS)
NVDA241025P129,2,671.36,763.60,92.24,0.00,92.24,335.68,381.80,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $129 (100 SHS)
NVDA241025P130,1,271.68,288.32,16.64,0.00,16.64,271.68,288.32,--,Individual-Trading *7545,PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $130 (100 SHS)
PLTR250221P50,5,1173.38,"1,378.58",205.20,0.00,205.20,234.68,275.72,--,Individual-Trading *7545,PUT (PLTR) PALANTIR FEB 21 25 $50 (100 SHS)
PLTR270115P50,2,2321.35,"2,498.58",177.23,0.00,177.23,"1,160.67","1,249.29",1.54,Individual-Trading *7545,PUT (PLTR) PALANTIR JAN 15 27 $50 (100 SHS)
TQQQ241227P85,1,41.02,53.33,12.31,0.00,12.31,41.02,53.33,--,Individual-Trading *7545,PUT (TQQQ) PROSHARES ULTRAPRO DEC 27 24 $85 (100 SHS)
Totals,,"  232,390.95","  228,088.19","  3,750.43","  -8,053.19","  -4,302.76",,,,,

Disclosure
"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. 
The spreadsheet is provided for informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a recommendation for any security 
or digital asset by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was exported and is subject to change. 
It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting purposes. 
For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com.
 
Brokerage services are provided by Fidelity Brokerage Services LLC (FBS), 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National Financial Services LLC (NFS). 
Both are Fidelity Investment companies and members SIPC, NYSE. Neither FBS nor NFS offer crypto as a direct investment nor provide trading or custody services for such assets."
